MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,3,82,9430,1,0,3,3,0,4,0,15,2,2,0,5,8,5,1999,1999,1,1,12,13,2,673,4,3,2,4,3,2,6,1163,1,0,89,1252,1,5,1,4,1268,1097,0,2365,1,0,2,1,3,1,2,8,6,1,4,2,1999,2,3,856,3,3,2,0,128,0,0,180,0,0,0,0,0,7,2009,8,4,337000
120,3,30,9549,1,0,0,3,0,1,0,24,2,2,4,2,8,5,1995,1996,3,1,3,3,0,0,4,4,2,4,4,3,2,437,6,1057,0,1494,1,5,1,4,1494,0,0,1494,1,0,1,1,2,1,0,6,6,1,4,2,1995,1,2,481,3,3,2,0,30,0,0,216,0,0,0,0,0,4,2006,8,4,270000
20,3,75,14587,1,0,0,3,0,4,0,21,2,2,0,2,9,5,2008,2008,1,1,12,13,3,284,4,3,2,4,3,1,1,0,1,0,1498,1498,1,5,1,4,1506,0,0,1506,0,0,2,0,2,1,0,6,6,1,4,2,2008,1,2,592,3,3,2,0,174,0,0,0,0,0,0,0,0,8,2008,6,5,264132
60,3,80,10421,1,0,3,3,0,4,0,14,2,2,0,5,7,5,1988,1988,1,1,6,6,2,42,3,3,1,4,3,1,6,394,1,0,586,980,1,3,1,4,980,734,0,1714,0,0,2,1,3,1,3,7,6,1,3,2,1988,3,2,496,3,3,2,228,66,156,0,0,0,0,3,1,500,3,2010,8,4,196500
50,3,75,12508,1,0,0,3,0,4,0,11,2,2,0,0,6,7,1940,1985,1,1,12,13,0,0,3,3,1,4,3,2,5,660,1,0,323,983,1,5,1,4,983,767,0,1750,1,0,2,0,4,1,3,7,4,0,0,2,1989,3,1,423,3,3,2,245,0,156,0,0,0,0,0,1,1300,7,2008,8,4,160000
20,3,70,9100,1,0,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,3,1,12,13,0,0,4,3,2,4,3,1,6,24,1,0,1836,1860,1,5,1,4,1836,0,0,1836,0,0,2,0,3,1,2,8,6,1,4,2,2004,1,2,484,3,3,2,120,33,0,0,0,0,0,0,0,0,10,2006,8,4,216837
60,3,47,53504,1,0,1,1,0,1,1,22,2,2,0,5,8,5,2003,2003,3,1,5,15,2,603,5,3,2,4,3,4,5,1416,1,0,234,1650,1,5,1,4,1690,1589,0,3279,1,0,3,1,4,1,0,12,4,1,4,4,2003,1,3,841,3,3,2,503,36,0,0,210,0,0,0,0,0,6,2010,8,4,538000
85,3,70,7252,1,0,0,3,0,1,0,19,2,2,0,6,5,5,1982,1982,3,1,13,14,0,0,3,3,1,4,3,3,6,685,1,0,173,858,1,3,1,4,858,0,0,858,1,0,1,0,2,1,3,5,6,0,0,6,1983,3,2,576,3,3,2,120,0,0,0,0,0,0,0,0,0,4,2009,8,4,134900
20,3,67,8877,1,0,3,3,0,4,0,7,2,2,0,2,4,5,1951,1951,1,1,13,14,0,0,3,3,1,2,2,1,2,836,1,0,0,836,1,3,1,1,1220,0,0,1220,0,0,1,0,2,1,3,6,6,0,0,6,1951,3,2,396,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2006,0,4,102000
80,3,94,7819,1,0,3,3,0,4,0,7,2,2,0,7,6,5,1976,1976,1,1,9,10,0,0,3,3,1,3,3,3,5,422,4,127,480,1029,1,3,1,4,1117,0,0,1117,1,0,1,0,3,1,3,6,6,1,3,6,1976,3,2,672,3,3,2,144,0,0,0,0,0,0,3,0,0,3,2010,8,0,107000
20,3,70,10150,1,0,3,3,0,4,0,12,1,2,0,2,5,5,1958,1958,1,1,13,14,0,1,3,3,1,3,3,1,3,456,1,0,456,912,1,5,1,0,912,0,0,912,0,0,1,0,2,1,3,5,6,0,0,2,1958,2,1,275,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2007,0,4,114500
20,3,110,14226,1,0,3,3,0,0,0,16,2,2,0,2,8,5,2006,2006,3,1,12,13,2,375,4,3,2,4,3,3,1,0,1,0,1935,1935,1,4,1,4,1973,0,0,1973,0,0,2,0,3,1,2,9,6,1,4,2,2006,1,3,895,3,3,2,315,45,0,0,0,0,0,0,0,0,7,2007,6,5,395000
120,4,32,4500,1,0,3,3,0,2,0,11,2,2,4,2,6,5,1998,1998,3,1,12,13,2,320,3,3,2,5,3,1,6,866,1,0,338,1204,1,5,1,4,1204,0,0,1204,1,0,2,0,2,1,3,5,6,0,0,2,1998,1,2,412,3,3,2,0,247,0,0,0,0,0,0,0,0,6,2009,8,4,162000
20,3,86,11210,1,0,0,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,2,240,4,3,2,4,3,3,6,20,1,0,1594,1614,1,5,1,4,1614,0,0,1614,0,0,2,0,3,1,2,7,6,0,0,2,2005,2,3,865,3,3,2,144,59,0,0,0,0,0,0,0,0,7,2006,6,5,221500
20,3,100,13350,1,0,0,3,0,4,0,19,2,2,0,2,5,5,1974,1974,3,1,6,10,0,0,3,3,1,3,3,1,5,762,1,0,102,864,1,3,1,4,894,0,0,894,1,0,1,0,3,1,3,5,6,1,2,2,1974,3,2,440,3,3,2,241,0,0,0,0,0,0,3,0,0,6,2006,8,4,142500
90,2,60,8400,1,0,3,3,0,4,0,20,1,2,2,2,5,5,1977,1977,1,1,9,10,2,320,3,3,3,0,0,0,0,0,0,0,0,0,1,3,1,4,2020,0,0,2020,0,0,2,0,4,2,3,10,6,2,3,6,1977,3,2,630,3,3,2,0,0,0,0,0,0,0,0,0,0,10,2007,8,4,144000
90,3,78,10530,1,0,3,3,0,4,0,11,2,2,2,6,6,5,1977,1977,1,1,9,7,2,90,3,3,1,4,3,4,6,975,1,0,0,975,1,3,1,4,1004,0,0,1004,1,0,1,0,2,1,3,4,6,0,0,2,1977,3,2,504,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2006,8,4,135000
20,3,63,7875,1,0,3,3,0,4,0,8,2,2,0,2,7,5,1995,1996,1,1,6,6,2,38,3,3,2,4,4,1,1,0,1,0,1237,1237,1,4,1,4,1253,0,0,1253,0,0,2,0,3,1,3,6,6,1,3,2,1995,1,2,402,3,3,2,220,21,0,0,0,0,0,0,0,0,6,2007,8,4,176000
60,3,65,7153,1,0,3,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,12,13,0,0,4,4,2,4,3,1,5,387,1,0,374,761,1,5,1,4,810,793,0,1603,0,0,2,1,3,1,2,7,6,0,0,2,1992,2,2,484,3,3,2,0,124,0,0,0,0,0,0,0,0,7,2006,8,4,175900
20,3,67,16285,1,0,1,3,0,4,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,0,0,4,3,2,4,3,1,1,0,1,0,1413,1413,1,5,1,4,1430,0,0,1430,0,0,2,0,3,1,2,6,6,0,0,2,2001,2,2,605,3,3,2,0,33,0,0,0,0,0,0,0,0,6,2009,8,4,187100
85,3,70,9101,1,0,0,3,0,0,0,11,2,2,0,6,5,6,1978,1978,1,1,9,10,2,104,3,4,2,4,3,3,6,1097,1,0,0,1097,1,5,1,4,1110,0,0,1110,1,0,1,0,1,1,2,4,6,1,3,2,1978,1,2,602,3,3,2,303,30,0,0,0,0,0,0,0,0,7,2009,8,4,165500
75,4,35,6300,1,1,3,3,0,4,0,17,2,2,0,4,6,6,1914,2001,1,1,13,15,0,0,3,3,1,3,3,1,1,0,1,0,742,742,1,5,1,4,742,742,0,1484,0,0,2,0,3,1,3,9,6,1,4,0,0,0,0,0,0,0,2,0,291,134,0,0,0,0,0,0,0,6,2008,8,4,128000
20,3,70,9790,1,0,3,3,0,4,0,14,1,2,0,2,6,5,1967,1967,1,1,3,14,0,0,3,3,1,3,3,1,3,251,2,630,491,1372,1,3,1,4,1342,0,0,1342,0,0,2,0,3,1,3,7,6,1,4,2,1967,3,2,457,3,3,2,0,0,0,0,197,0,0,0,0,0,9,2009,8,4,161500
50,4,60,10800,1,0,3,3,0,4,0,17,0,2,0,0,5,6,1915,1950,1,1,8,8,0,0,3,4,2,2,3,1,2,686,1,0,0,686,1,3,1,4,966,686,0,1652,1,0,2,0,4,1,3,7,6,0,0,6,1961,3,1,416,3,3,2,0,0,196,0,0,0,0,0,1,1200,6,2010,8,4,139000
60,3,76,10142,1,0,0,3,0,4,0,20,2,2,0,5,7,5,2004,2004,1,1,12,13,0,0,4,3,2,4,3,1,6,656,1,0,300,956,1,5,1,4,956,1128,0,2084,1,0,2,1,4,1,2,8,6,0,0,4,2004,2,2,618,3,3,2,0,45,0,0,0,0,0,0,0,0,1,2010,8,4,233000
20,4,50,6000,1,0,3,3,0,0,0,17,2,2,0,2,4,7,1954,2000,1,1,8,8,0,0,3,3,1,3,3,1,1,0,1,0,901,901,1,5,1,4,901,0,0,901,0,0,1,0,2,1,3,4,6,0,0,6,1954,3,1,281,2,3,2,0,0,0,0,0,0,0,0,0,0,8,2008,8,4,107900
60,3,70,12205,1,0,0,2,0,4,0,4,2,2,0,5,6,8,1966,2007,1,1,6,6,2,157,3,3,1,3,2,4,2,568,1,0,264,832,1,4,1,4,976,1111,0,2087,0,0,2,1,5,1,2,9,6,0,0,2,1966,1,2,444,3,3,2,133,168,0,0,0,0,0,0,0,0,7,2007,8,4,187500
120,3,43,3182,1,0,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,1,12,13,2,11,4,3,2,4,3,1,6,16,1,0,1129,1145,1,5,1,4,1145,0,0,1145,0,0,2,0,2,1,2,5,6,1,4,2,2005,1,2,397,3,3,2,100,16,0,0,0,0,0,0,0,0,9,2009,8,4,160200
80,3,70,11333,1,0,0,3,0,0,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,0,0,3,3,2,4,3,3,5,539,1,0,490,1029,1,3,1,4,1062,0,0,1062,1,0,1,0,3,1,3,5,6,2,3,2,1976,2,2,539,3,3,2,120,0,0,0,0,0,0,0,0,0,5,2007,8,4,146800
60,3,92,9920,1,0,0,3,0,1,0,15,2,2,0,5,7,5,1996,1997,1,1,8,8,0,0,4,3,2,4,3,3,6,862,1,0,255,1117,1,5,1,4,1127,886,0,2013,1,0,2,1,3,1,3,8,6,1,3,2,1997,3,2,455,3,3,2,180,130,0,0,0,0,0,0,0,0,6,2007,8,4,269790
20,3,76,9158,1,0,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,5,5,3,140,4,3,2,4,3,3,1,0,1,0,1496,1496,1,5,1,4,1496,0,0,1496,0,0,2,0,3,1,2,7,6,0,0,2,2007,1,2,474,3,3,2,168,130,0,0,0,0,0,0,0,0,6,2007,6,5,225000
60,3,70,10832,1,0,0,3,0,0,0,8,2,2,0,5,7,5,1994,1996,1,1,8,8,0,0,4,3,2,4,3,1,1,0,1,0,712,712,1,5,1,4,1086,809,0,1895,0,0,2,1,3,1,2,7,6,1,3,2,1994,1,2,409,3,3,2,143,46,0,0,0,0,0,0,1,500,10,2008,8,4,194500
60,3,70,8400,1,0,3,3,0,4,0,20,2,2,0,5,6,6,1980,1981,1,1,6,6,2,130,3,3,1,4,3,1,1,0,1,0,650,650,1,3,1,4,888,676,0,1564,0,0,2,1,3,1,3,7,6,1,3,2,1980,3,2,476,3,3,2,0,50,0,0,204,0,0,3,0,0,4,2010,8,4,171000
20,3,71,8197,1,0,3,3,0,4,0,19,2,2,0,2,6,5,1977,1977,1,1,9,10,2,148,3,3,1,3,3,1,1,0,1,0,660,660,1,5,1,4,1285,0,0,1285,0,0,1,1,3,1,3,7,6,1,3,2,1977,2,2,528,3,3,2,138,0,0,0,0,0,0,3,0,0,4,2007,8,4,143500
20,3,57,7677,1,0,3,3,0,4,0,12,2,2,0,2,5,5,1953,1953,1,1,12,13,0,0,3,3,1,3,3,1,4,570,1,0,203,773,1,4,1,4,773,0,0,773,0,0,1,0,2,1,3,4,6,0,0,2,1953,3,1,240,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2008,8,0,110000
60,3,104,13518,1,0,3,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,1,12,13,3,860,5,3,2,5,3,1,1,0,1,0,1926,1926,1,5,1,4,1966,1174,0,3140,0,0,3,1,4,1,0,11,6,2,4,4,2009,1,3,820,3,3,2,144,78,0,0,0,0,0,0,0,0,7,2009,6,5,485000
50,3,60,7200,1,0,3,3,0,0,0,18,1,2,0,0,5,7,1937,1950,1,1,13,14,2,252,3,3,0,4,3,1,5,569,1,0,162,731,1,5,1,4,981,787,0,1768,1,0,1,1,3,1,2,7,6,2,3,6,1939,3,1,240,3,3,2,0,0,264,0,0,0,0,3,0,0,6,2007,8,4,175000
60,3,79,12798,1,0,0,1,0,4,1,4,1,2,0,5,6,5,1997,1997,1,1,12,13,0,0,3,3,2,4,3,4,6,462,1,0,154,616,1,4,1,4,616,1072,0,1688,1,0,2,1,4,1,2,8,6,0,0,2,1997,2,2,603,3,3,2,403,114,185,0,0,0,0,0,1,400,5,2008,8,4,200000
30,4,40,4800,1,0,3,3,0,4,0,9,2,2,0,2,4,7,1916,1990,1,1,8,8,0,0,3,3,1,3,3,1,2,197,1,0,999,1196,1,5,1,0,1196,0,0,1196,1,0,1,0,2,1,3,5,6,0,0,6,1957,3,2,440,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2007,8,4,109900
60,3,63,8199,1,0,3,3,0,4,0,5,2,2,0,5,7,5,2005,2005,1,1,14,15,0,0,4,3,2,4,3,3,6,648,1,0,80,728,1,5,1,4,728,728,0,1456,1,0,2,1,3,1,2,7,6,1,4,2,2005,1,2,410,3,3,2,36,18,0,0,0,0,0,0,0,0,10,2008,8,4,189000
60,3,107,13891,1,0,3,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,1,12,13,3,424,5,3,2,5,3,4,1,0,1,0,1734,1734,1,5,1,4,1734,1088,0,2822,0,0,3,1,4,1,0,12,6,1,4,4,2009,2,3,1020,3,3,2,52,170,0,0,192,0,0,0,0,0,1,2009,6,5,582933
20,3,75,9000,1,0,3,3,0,4,0,12,2,2,0,2,5,5,1954,1954,1,1,13,14,0,0,3,3,1,3,3,1,2,812,1,0,124,936,1,3,1,4,1128,0,0,1128,0,0,1,0,2,1,3,5,2,0,0,2,1954,3,1,286,3,3,2,0,0,0,0,0,0,0,2,0,0,6,2006,8,3,118000
20,3,91,12274,1,0,0,3,0,2,0,21,2,2,0,2,7,5,2008,2008,1,1,12,13,3,256,4,3,2,4,3,1,1,0,1,0,1417,1417,1,5,1,4,1428,0,0,1428,0,0,2,0,3,1,0,6,6,0,0,2,2008,2,2,554,3,3,2,0,60,0,0,0,0,0,0,0,0,7,2008,6,5,227680
80,3,75,9750,1,0,3,3,0,4,0,12,2,2,0,7,5,5,1967,1967,1,1,12,13,0,0,3,3,2,3,3,3,5,400,3,480,100,980,1,4,1,4,980,0,0,980,0,0,2,0,3,1,3,6,6,0,0,2,1967,1,1,384,3,3,2,68,0,0,0,0,0,0,0,0,0,10,2006,8,4,135500
70,3,144,21384,1,0,3,3,0,4,0,3,2,2,0,5,5,6,1923,2004,1,1,13,14,0,0,3,3,1,3,3,4,6,1309,1,0,15,1324,1,5,1,4,1072,504,0,1576,2,0,1,1,3,1,2,6,6,1,3,2,1923,2,2,528,3,3,2,0,312,0,0,0,0,0,0,0,0,5,2009,8,4,223500
80,3,85,13400,1,0,3,3,0,4,0,12,2,2,0,7,5,5,1966,1966,1,1,12,13,2,1047,3,3,1,3,3,3,5,516,4,128,380,1024,1,3,1,4,1086,0,0,1086,1,0,1,0,3,1,3,6,6,1,4,2,1966,2,2,484,3,3,2,0,0,0,0,0,0,0,2,0,0,6,2006,8,4,159950
75,4,90,8100,1,0,3,3,0,0,0,17,2,2,0,4,5,5,1898,1965,3,1,0,0,0,0,3,3,2,3,3,1,1,0,1,0,849,849,1,3,0,0,1075,1063,0,2138,0,0,2,0,2,3,3,11,6,0,0,6,1910,3,2,360,2,1,0,40,156,0,0,0,0,0,3,0,0,11,2009,8,4,106000
20,3,78,10140,1,0,3,3,0,4,0,14,2,2,0,2,6,6,1974,1999,3,1,6,6,2,99,3,3,1,3,3,1,5,663,2,377,0,1040,1,2,1,4,1309,0,0,1309,1,0,1,1,3,1,2,5,6,1,2,2,1974,2,2,484,3,3,2,265,0,0,0,0,648,1,4,0,0,1,2006,8,4,181000
120,4,70,4438,1,0,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,2,169,4,3,2,4,3,4,6,662,1,0,186,848,1,5,1,4,848,0,0,848,1,0,1,0,1,1,2,4,6,1,4,2,2004,1,2,420,3,3,2,140,0,0,0,0,0,0,0,0,0,6,2008,3,4,144500
20,0,66,8712,0,0,3,0,0,4,1,9,2,2,0,2,5,5,1952,1952,3,1,13,14,0,0,2,3,1,3,3,3,1,0,1,0,540,540,1,3,0,0,1044,0,0,1044,0,0,1,0,2,1,1,4,6,0,0,3,1952,3,2,504,3,3,0,0,0,0,0,0,0,0,0,1,54,6,2010,8,2,55993
20,3,75,9750,1,0,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,1,1,8,8,2,243,3,3,1,3,3,1,3,608,1,0,834,1442,1,4,1,4,1442,0,0,1442,0,0,1,1,4,1,3,7,6,0,0,2,1958,2,1,301,3,3,2,0,0,275,0,0,0,0,0,1,500,4,2007,0,4,157900
50,3,45,8248,1,1,3,3,0,4,0,7,2,2,0,0,5,7,1918,1950,1,1,11,12,0,0,3,3,0,3,3,1,1,0,1,0,686,686,2,4,1,4,686,564,0,1250,0,1,1,1,3,1,1,7,6,0,0,6,1955,3,1,280,3,3,1,207,0,96,0,0,0,0,0,0,0,7,2006,8,4,116000
20,3,48,12137,1,0,1,3,0,1,0,5,2,2,0,2,7,5,1998,1998,1,1,12,13,2,442,3,3,2,4,3,1,1,0,1,0,1649,1649,1,5,1,4,1661,0,0,1661,0,0,2,0,3,1,2,6,6,0,0,2,1998,2,2,598,3,3,2,0,34,0,0,0,0,0,0,0,0,5,2010,8,4,224900
20,3,70,11425,1,0,0,3,0,0,0,12,2,2,0,2,5,6,1954,1954,1,1,3,3,0,0,3,3,1,3,3,1,4,486,1,0,522,1008,1,4,1,4,1008,0,0,1008,0,0,1,0,2,1,3,4,6,1,4,2,1954,2,1,275,3,3,2,0,0,120,0,0,0,0,0,0,0,7,2006,8,4,137000
20,3,70,13265,1,0,0,3,0,1,0,11,2,2,0,2,8,5,2002,2002,3,1,5,5,2,148,4,3,2,4,3,1,6,1218,1,0,350,1568,1,5,1,4,1689,0,0,1689,1,0,2,0,3,1,2,7,6,2,4,2,2002,2,3,857,3,3,2,150,59,0,0,0,0,0,0,0,0,7,2008,8,4,271000
80,3,80,8816,1,0,3,3,0,4,0,4,2,2,0,7,6,7,1971,1971,1,1,6,6,2,80,3,3,1,3,3,3,6,504,1,0,506,1010,1,4,1,4,1052,0,0,1052,1,0,1,0,3,1,3,6,6,0,0,2,1971,3,2,440,3,3,2,0,0,0,0,0,0,0,3,0,0,6,2010,8,4,155000
120,3,44,6371,1,0,0,3,0,4,0,16,2,2,4,2,7,5,2009,2010,1,1,12,13,3,128,4,3,2,4,3,2,6,733,1,0,625,1358,1,5,1,4,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,4,2,2010,2,2,484,3,3,2,192,35,0,0,0,0,0,0,0,0,6,2010,6,5,224000
60,3,72,7226,1,0,0,3,0,1,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,0,0,4,3,2,4,3,1,1,0,1,0,798,798,1,5,1,4,798,842,0,1640,0,0,2,1,3,1,2,6,6,0,0,2,2003,2,2,595,3,3,2,0,45,0,0,0,0,0,0,0,0,6,2008,8,4,183000
20,4,60,6000,1,2,3,0,0,4,1,17,2,2,1,2,4,4,1953,1953,1,1,8,8,0,0,2,3,1,2,3,1,1,0,1,0,936,936,1,3,0,4,936,0,0,936,0,0,1,0,2,1,3,4,3,0,0,6,1974,3,2,576,3,3,2,0,32,112,0,0,0,0,0,0,0,2,2009,8,4,93000
60,3,70,12394,1,0,0,3,0,0,0,8,2,2,0,5,7,5,2003,2003,1,1,12,13,0,0,4,3,2,4,3,4,1,0,1,0,847,847,1,5,1,4,847,886,0,1733,0,0,2,1,3,1,2,7,6,1,4,4,2003,1,2,433,3,3,2,100,48,0,0,0,0,0,0,0,0,10,2007,8,3,225000
50,3,60,9900,1,0,3,3,0,4,0,18,2,2,0,0,6,7,1940,1950,1,1,12,13,0,0,3,3,0,3,3,1,1,0,1,0,778,778,1,3,1,4,944,545,0,1489,0,0,2,0,3,1,3,7,6,1,4,6,1940,3,1,240,3,3,2,335,0,0,0,0,0,0,2,0,0,7,2009,8,4,139500
20,1,81,11216,1,0,3,3,0,4,0,21,2,2,0,2,8,5,2006,2006,1,1,12,13,0,0,4,3,2,4,4,1,1,0,1,0,1489,1489,1,5,1,4,1489,0,0,1489,0,0,2,0,3,1,2,7,6,1,4,2,2006,2,2,776,3,3,2,0,140,0,0,0,0,0,0,0,0,6,2006,6,5,232600
20,3,114,14803,1,0,3,3,0,4,0,16,4,4,0,2,10,5,2007,2008,3,1,5,5,2,816,5,3,2,5,3,3,6,1636,1,0,442,2078,1,5,1,4,2084,0,0,2084,1,0,2,0,2,1,0,7,6,1,4,2,2007,1,3,1220,3,3,2,188,45,0,0,0,0,0,0,0,0,6,2008,6,5,385000
45,4,50,6130,1,0,3,3,0,4,0,3,2,2,0,1,5,6,1924,1950,1,1,8,8,0,0,3,3,0,3,3,1,5,784,1,0,0,784,1,4,1,4,784,0,0,784,1,0,1,0,2,1,2,5,6,0,0,0,0,0,0,0,0,0,2,0,0,116,0,0,0,0,0,0,0,5,2008,8,4,109500
20,3,65,8529,1,0,0,3,0,4,0,20,2,2,0,2,7,5,2001,2001,1,1,12,13,0,0,4,3,2,4,3,1,6,20,1,0,1434,1454,1,5,1,4,1434,0,0,1434,0,0,2,0,3,1,2,6,6,1,3,2,2001,2,2,527,3,3,2,290,39,0,0,0,0,0,0,0,0,4,2009,8,4,189000
60,3,70,28698,1,0,1,2,0,1,2,4,2,2,0,5,5,5,1967,1967,0,5,9,10,0,0,3,3,2,3,4,4,2,249,5,764,0,1013,1,3,1,4,1160,966,0,2126,0,1,2,1,3,1,3,7,3,0,0,2,1967,1,2,538,3,3,2,486,0,0,0,225,0,0,0,0,0,6,2009,8,0,185000
160,1,24,2544,1,2,3,3,0,4,0,21,2,2,3,5,7,5,2005,2005,1,1,8,8,0,0,4,3,2,4,3,1,1,0,1,0,600,600,1,5,1,4,520,623,80,1223,0,0,2,1,2,1,2,4,6,0,0,6,2005,2,2,480,3,3,2,0,166,0,0,0,0,0,0,0,0,7,2006,8,4,147400
20,3,80,11900,1,0,0,3,0,0,0,12,2,2,0,2,6,5,1957,1957,1,1,6,6,2,387,3,3,1,3,3,1,3,1040,1,0,352,1392,1,3,1,0,1392,0,0,1392,1,0,1,1,3,1,3,6,6,2,4,2,1957,2,2,458,3,3,2,0,0,0,0,192,0,0,0,0,0,6,2008,8,4,166000
160,1,30,3180,1,2,3,3,0,4,0,21,2,2,4,5,7,5,2005,2005,1,1,8,8,0,0,3,3,2,4,3,1,1,0,1,0,600,600,1,5,1,4,520,600,80,1200,0,0,2,1,2,1,2,4,6,0,0,6,2005,2,2,480,3,3,2,0,166,0,0,0,0,0,0,0,0,6,2006,8,4,151000
60,3,44,9548,1,0,0,3,0,1,0,5,2,2,0,5,7,6,2003,2003,1,1,12,13,2,223,4,3,2,4,3,1,6,483,1,0,458,941,1,5,1,4,941,888,0,1829,1,0,2,1,3,1,2,7,6,1,3,2,2003,2,2,613,3,3,2,192,39,0,0,0,0,0,0,0,0,1,2010,8,4,237000
20,3,100,10004,1,0,3,3,0,4,0,12,2,2,0,2,6,6,1964,1964,1,1,6,10,2,180,3,3,1,3,3,1,3,196,4,345,975,1516,1,3,1,4,1516,0,0,1516,0,0,1,1,3,1,3,6,6,0,0,2,1964,2,2,472,3,3,2,0,0,0,0,152,0,0,0,0,0,2,2009,8,4,167000
20,3,75,7875,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1961,1961,1,1,12,13,2,136,3,3,1,3,3,1,3,572,1,0,572,1144,1,4,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,0,2,1961,3,2,456,3,3,2,0,0,0,0,0,0,0,2,0,0,9,2008,8,4,139950
20,3,60,9600,1,0,3,3,0,4,0,19,2,2,0,2,4,7,1950,1995,1,1,12,6,0,0,3,3,1,4,3,1,4,442,1,0,625,1067,1,3,1,4,1067,0,0,1067,0,0,2,0,2,1,2,4,3,0,0,2,1996,3,2,436,3,3,2,290,0,0,0,0,0,0,0,0,0,2,2010,8,4,128000
30,4,90,8100,1,2,3,3,0,4,0,17,2,2,0,2,5,6,1948,1973,1,1,12,13,0,0,3,3,0,3,3,1,3,338,1,0,1221,1559,1,4,1,4,1559,0,0,1559,1,0,1,0,2,1,3,5,3,0,0,6,1948,3,2,812,3,3,2,0,116,230,0,0,0,0,2,0,0,6,2007,0,4,153500
160,4,21,1680,1,0,3,3,0,4,0,2,2,2,3,5,6,5,1973,1973,1,1,6,6,2,158,3,3,1,3,3,1,4,330,1,0,153,483,1,3,1,4,483,504,0,987,1,0,1,1,2,1,3,5,6,0,0,6,1973,3,1,264,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2008,8,4,100000
20,3,75,9525,1,0,3,3,0,4,0,5,2,2,0,2,5,6,1995,2006,1,1,12,13,0,0,3,3,2,4,3,1,1,0,1,0,1099,1099,1,5,1,4,1099,0,0,1099,0,0,1,1,3,1,2,6,6,0,0,2,1999,3,1,352,3,3,2,278,0,0,0,0,0,0,0,0,0,6,2008,8,4,144000
50,3,70,11767,1,0,3,3,0,4,0,7,2,2,0,0,5,6,1946,1995,1,1,8,8,0,0,3,3,1,3,3,1,4,352,1,0,416,768,1,5,1,4,768,432,0,1200,0,0,1,0,3,1,3,6,6,0,0,6,1946,3,1,240,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2008,8,4,130500
70,2,70,12155,1,0,0,3,0,4,0,18,2,2,0,5,6,8,1925,1950,1,1,13,14,0,0,3,3,0,3,3,1,4,156,1,0,516,672,1,3,0,4,810,672,0,1482,0,0,2,0,4,1,1,7,6,0,0,6,1934,3,1,400,3,3,1,0,0,254,0,0,0,0,0,0,0,3,2008,8,4,140000
70,4,60,10440,1,1,3,3,0,4,0,17,2,2,0,5,5,8,1904,2002,1,1,8,8,0,0,3,3,2,3,3,1,1,0,1,0,650,650,1,4,1,4,958,581,0,1539,0,0,2,0,3,1,2,8,6,1,1,6,1983,3,2,686,4,3,1,70,78,68,0,0,0,0,0,0,0,6,2008,8,4,157500
